kind	class	method	param	index	path	tool
METHOD	net.jcores.jre.cores.CoreObject$8$1	f(X)	nan	nan	url70ed135da7_ralfbiedert_jcores_tgz-pJ8-sandbox_SimpleFilterTestJ8/src/net/jcores/jre/cores/CoreObject.java	!wpi
FIELD	simModel.Trains	nan	status	nan	url054c08669f_jules2689_CSI4124_tgz-pJ8-SMThemeParkExperi3J8/src/simModel/Trains.java	!nullgtn
METHOD	com.mpos.lottery.te.thirdpartyservice.amqp.TeTransactionMessage$Sale$Entry	getDescriptor()	nan	nan	url2bc31e3489_ramonli_RabbitMQResearch_tgz-pJ8-com_mpos_lottery_te_thirdpartyservice_amqp_protobuf_CancellationMessagePulisherJ8/src/com/mpos/lottery/te/thirdpartyservice/amqp/TeTransactionMessage.java	!nullgtn
PARAMETER	org.maltparser.core.syntaxgraph.MappablePhraseStructureGraph	moveDependencyEdge(org.maltparser.core.syntaxgraph.node.DependencyNode,org.maltparser.core.syntaxgraph.node.DependencyNode)	dependent	1	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/MappablePhraseStructureGraph.java	!nullgtn
PARAMETER	search.LocationSearch	search(java.lang.String)	locationName	0	url7507f7ef16_Neuro17_jsongkick_tgz-pJ8-jsongkick_AppJ8/src/search/LocationSearch.java	!nullgtn
PARAMETER	org.agilewiki.jactor2.core.messages.alt.StaticOpBase	createInternalWithData(org.agilewiki.jactor2.core.reactors.Reactor)	targetReactor	0	url7d636e8121_laforge49_JActor2_tgz-pJ8-org_agilewiki_jactor2_core_revisited_EHJ8/src/org/agilewiki/jactor2/core/messages/alt/StaticOpBase.java	!annotator
FIELD	edu.luc.nmerge.graph.SimpleQueue	nan	tail	nan	url294e6c45f3_Ecdosis_NMergeNew_tgz-pJ8-TestJ8/src/edu/luc/nmerge/graph/SimpleQueue.java	!wpi
PARAMETER	de.codesourcery.dcpu16.parser.ASTUtils$IAdvancedVisitor	visit(de.codesourcery.dcpu16.ast.ASTNode,int,de.codesourcery.dcpu16.parser.ASTUtils.IIterationContext)	n	0	url46a88cc932_toby1984_tinyc_tgz-pJ8-de_codesourcery_dcpu16_compiler_CompilerJ8/src/de/codesourcery/dcpu16/parser/ASTUtils.java	!annotator
PARAMETER	com.sdicons.scripty.parser.IContext	setBinding(java.lang.String,java.lang.Object)	aValue	1	url71665d7d68_branscha_lib_scripty_tgz-pJ8-com_sdicons_scripty_ScriptyAutoReplJ8/src/com/sdicons/scripty/parser/IContext.java	!wpi
PARAMETER	hep.io.root.output.TFile	addRecord(java.lang.Class,java.lang.String,java.lang.String,hep.io.root.output.Pointer,boolean)	fSeekDir	3	urldf54784279_tonyj321_Root_Play_tgz-pJ8-hep_io_root_output_demo_HistogramDemoJ8/src/hep/io/root/output/TFile.java	!nullgtn
METHOD	com.game.protobuf.ModelAttr$Soldier	getDescriptor()	nan	nan	url7606378bcc_ljy2010a_protobuf2_tgz-pJ8-com_game_gameObj_bufBuilder_ReflectBuilderJ8/src/com/game/protobuf/ModelAttr.java	!nullgtn
PARAMETER	zmq.V1Decoder	V1Decoder(int,long,zmq.IMsgSink)	session	2	url7b90c1010b_DastanIqbal_HelloZMQwithJava_tgz-pJ8-ClientJ8/src/zmq/V1Decoder.java	!nullgtn
PARAMETER	DATA.Group	setClasses(DATA.HashMap)	aClasses	0	url8db16c7d62_Arsaell_EdT_tgz-pJ8-DATA_MainJ8/src/DATA/Group.java	!nullgtn
PARAMETER	com.jgraph.layout.JGraphFacade	JGraphFacade(org.jgraph.JGraph,java.lang.Object[],boolean,boolean,boolean,boolean)	roots	1	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/jgraph/layout/JGraphFacade.java	!nullgtn
METHOD	parse.misc.ArgumentListParser	parse(java.lang.String,int)	nan	nan	urlc8dbc7ce6e_dlubarov_guava_tgz-pJ8-MainJ8/src/parse/misc/ArgumentListParser.java	!nullgtn
METHOD	com.usps.evs.vo.ManifestDetailRawLineV17Vo	getDeliveryAddress()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ManifestDetailRawLineV17Vo.java	!nullgtn
PARAMETER	com.sjl.health.internal.DynamicProxyingHealthService	DynamicProxyingHealthService(com.sjl.health.internal.HealthFactory,com.sjl.health.IssueTrackerFactory,com.sjl.health.internal.Clock)	anIssues	1	urlb7d18764c0_steveliles_health_tgz-pJ8-com_sjl_health_SampleConfigurationJ8/src/com/sjl/health/internal/DynamicProxyingHealthService.java	!nullgtn
FIELD	org.joda.time.TestDateTimeComparator	nan	cWeekyear	nan	url933dd5727b_AppleLiang_Testing_Project_tgz-pJ8-org_joda_time_chrono_gj_MainTestJ8/src/org/joda/time/TestDateTimeComparator.java	!annotator
FIELD	com.usps.evs.vo.MisShippedVO	nan	dcSpecialServiceCode1	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/MisShippedVO.java	!nullgtn
METHOD	edu.luc.nmerge.mvd.MVD	getTable(short,int,int,java.lang.String)	nan	nan	url294e6c45f3_Ecdosis_NMergeNew_tgz-pJ8-TestJ8/src/edu/luc/nmerge/mvd/MVD.java	!nullgtn
PARAMETER	org.maltparser.core.syntaxgraph.node.Root	getLexicalHead(org.maltparser.core.syntaxgraph.headrules.HeadRules)	headRules	0	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/node/Root.java	!nullgtn
METHOD	com.fidelis.argface.ArgOption	getField()	nan	nan	url27db8982cd_leohinterlang_argFace_tgz-pJ8-com_fidelis_argface_ArgSampleJ8/src/com/fidelis/argface/ArgOption.java	!nullgtn
METHOD	decoding.OneBestViterbi	run(hypergraph.HypergraphProto.Hypergraph)	nan	nan	url284ba87ea1_swabhs_forbidden_paths_tgz-pJ8-tagging_hypergraph_TaggingHypergraphGeneratorJ8/src/decoding/OneBestViterbi.java	!nullgtn
METHOD	javax.el.ELResolver	getCommonPropertyType(javax.el.ELContext,java.lang.Object)	nan	nan	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/javax/el/ELResolver.java	!nullgtn
METHOD	org.eclipse.recommenders.jayes.util.sharing.CanonicalSet	get(T)	nan	nan	url696d9a93c9_liaosiwei_bayesnetwork_tgz-pJ8-tutorial_TutorialJ8/src/org/eclipse/recommenders/jayes/util/sharing/CanonicalSet.java	!wpi
FIELD	br.edu.ufcg.lsd.oursim.entities.accounting.WorkAccounting	nan	initCPUtime	nan	urlb5d5be4365_abmargb_oursim_ext_tgz-pJ8-br_edu_ufcg_lsd_oursim_experiments_RemoteNoFScenarioGeneratorJ8/src/br/edu/ufcg/lsd/oursim/entities/accounting/WorkAccounting.java	!nullgtn
PARAMETER	GUI.PopupShire	loadShire(Shirage.Shire)	s	0	url53f943c5cb_Praznat_AGP_tgz-pJ8-AMath_TestingJ8/src/GUI/PopupShire.java	!nullgtn
PARAMETER	org.jgraph.example.GraphEd	toBack(java.lang.Object[])	c	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/example/GraphEd.java	!nullgtn
FIELD	de.jannlab.training.GradientDescent	nan	links	nan	url5997ccb760_JANNLab_JANNLab_tgz-pJ8-de_jannlab_examples_recurrent_SequentialXorExampleJ8/src/de/jannlab/training/GradientDescent.java	!annotator
FIELD	com.usps.evs.vo.ExtractRecord	nan	clientDuns	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ExtractRecord.java	!nullgtn
FIELD	agentes.jade.Paciente.AgentePaciente	nan	monitor	nan	url75694980d5_fabioalmeid_tp01ftc_tgz-pJ8-agentes_jade_Centralizador_ExemploParserGramaticaCentralizadorJ8/src/agentes/jade/Paciente/AgentePaciente.java	!nullgtn
PARAMETER	M2.Attachment	bind(M2.Interface,M2.Interface)	b	1	urlb54e207112_Ghuillaume_CSA_tgz-pJ8-M0_ApplicationJ8/src/M2/Attachment.java	!nullgtn
METHOD	org.jgraph.graph.EdgeView	convertRelativeLabelPositionToAbsolute(java.awt.geom.Point2D)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/EdgeView.java	!nullgtn
PARAMETER	reso.ethernet.EthernetInterface	EthernetInterface(reso.common.Host,reso.ethernet.EthernetAddress)	addr	1	urlfb310a588a_alokhan_LinkStateNetworkSimulation_tgz-pJ8-reso_examples_static_routing_DemoJ8/src/reso/ethernet/EthernetInterface.java	!nullgtn
METHOD	xscript.object.XTypeData	getAttr(xscript.object.XRuntime,xscript.values.XValue,xscript.object.XObject,int)	nan	nan	url5583f3dbb2_XOR19_XScript_tgz-pJ8-xscript_interactive_MainJ8/src/xscript/object/XTypeData.java	!nullgtn
PARAMETER	hw4.Solution	Solution(boolean,java.util.Map)	a	1	url7f15a160d2_timofei7_old_ai_assignments_tgz-pJ8-org_json_TestJ8/src/hw4/Solution.java	!nullgtn
FIELD	commands.model3.noisyor.NoisyOr$TopicSetValIterator	nan	constraints	nan	url888b6fd9b4_jmacglashan_commandsToTasks_tgz-pJ8-commands_tests_Model3TestsJ8/src/commands/model3/noisyor/NoisyOr.java	!annotator
FIELD	org.nerv.rpgclient.Stats	nan	maxHp	nan	url2e4fca7217_mark_lacdao_RPGClient_tgz-pJ8-org_nerv_rpgclient_MainJ8/src/org/nerv/rpgclient/Stats.java	!nullgtn
FIELD	org.msgpack.packer.Unconverter	nan	result	nan	url56b1dc76d3_wufunxiang_Libs_tgz-pJ8-org_msgpack_util_TemplatePrecompilerJ8/src/org/msgpack/packer/Unconverter.java	!nullgtn
FIELD	org.pcj.internal.message.MessageValueBroadcastRequest	nan	name	nan	urld856362767_hpdcj_PCJ_tgz-pJ8-org_pcj_test_StorageExampleMainJ8/src/org/pcj/internal/message/MessageValueBroadcastRequest.java	!nullgtn
PARAMETER	ccproxy.DBConnection	DBConnection(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)	dbHost	0	url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/DBConnection.java	!nullgtn
PARAMETER	xscript.compiler.XTreeCompiler	visit(xscript.compiler.tree.XTree)	tree	0	url5583f3dbb2_XOR19_XScript_tgz-pJ8-xscript_interactive_MainJ8/src/xscript/compiler/XTreeCompiler.java	!nullgtn
PARAMETER	com.mxgraph.model.mxICell	removeEdge(com.mxgraph.model.mxICell,boolean)	edge	0	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/model/mxICell.java	!wpi
PARAMETER	com.mxgraph.io.mxStylesheetCodec	mxStylesheetCodec(java.lang.Object,java.lang.String[],java.lang.String[],java.util.Map)	mapping	3	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/io/mxStylesheetCodec.java	!nullgtn
METHOD	com.mxgraph.model.mxIGraphModel	getEdgeAt(java.lang.Object,int)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/model/mxIGraphModel.java	!nullgtn
METHOD	com.bigfatplayer.hello.Work	getFieldValue(com.bigfatplayer.hello.Work._Fields)	nan	nan	urldd9e4ada6f_kirillF_sample_jenkins_project_tgz-pJ8-com_bigfatplayer_hello_AppJ8/src/com/bigfatplayer/hello/Work.java	!nullgtn
FIELD	algorithms.Queue$Node	nan	next	nan	url2b9f720f64_jfimbett_QBnB_tgz-pJ8-tests_TestJ8/src/algorithms/Queue.java	!nullgtn
FIELD	ch.thn.util.tests.ObjectTreeTest$RecorderObject	nan	o	nan	urld2fb1d2b05_thnaeff_Util_tgz-pJ8-ch_thn_util_tests_TreeTestJ8/src/ch/thn/util/tests/ObjectTreeTest.java	!annotator
METHOD	hugo.util.structure.EdgeGraph	findPathVia(E,E,E)	nan	nan	urlff74b96b0d_HugoFeng_HospitalProject_tgz-pJ8-hugo_project_hospital_ProjectTestJ8/src/hugo/util/structure/EdgeGraph.java	!nullgtn
METHOD	net.oauth.signature.OAuthSignatureMethod	getParameters(java.util.Collection)	nan	nan	url24d793285d_auzll_gengweibo_tgz-pJ8-org_json_TestJ8/src/net/oauth/signature/OAuthSignatureMethod.java	!nullgtn
PARAMETER	com.iconmaster.hppplus.parse.element.block.ElementReturn	ElementReturn(com.iconmaster.hppplus.parse.Element,com.iconmaster.hppplus.SourceRange)	value	0	urle27f76cced_iconmaster5326_HPPPlus_tgz-pJ8-com_iconmaster_hppplus_HPPPlusJ8/src/com/iconmaster/hppplus/parse/element/block/ElementReturn.java	!nullgtn
METHOD	com.googlecode.lanterna.input.InputProvider	readInput()	nan	nan	url2114d537a2_ForNeVeR_lanterna_tgz-pJ8-com_googlecode_lanterna_test_gui_DifferentKindsOfListBoxesTestJ8/src/com/googlecode/lanterna/input/InputProvider.java	!nullgtn
FIELD	com.game.protobuf.GameProto$GameObject$Builder	nan	soldier_	nan	url7606378bcc_ljy2010a_protobuf2_tgz-pJ8-com_game_gameObj_bufBuilder_ReflectBuilderJ8/src/com/game/protobuf/GameProto.java	!nullgtn
PARAMETER	de.measite.minidns.Question	Question(de.measite.minidns.DNSName,de.measite.minidns.Record.TYPE,de.measite.minidns.Record.CLASS)	type	1	url3426a97ee4_rtreffer_minidns_tgz-pJ8-de_measite_minidns_minidnsrepl_MiniDnsReplJ8/src/de/measite/minidns/Question.java	!nullgtn
FIELD	risiko.board.impl.boardPackageImpl	nan	continentEClass	nan	url70997c83aa_Xilaew_risiko_tgz-pJ8-risiko_XMI2XMLtransformerJ8/src/risiko/board/impl/boardPackageImpl.java	!annotator
PARAMETER	de.hrw.mdbt.model.Rental	Rental(java.util.Date,java.util.Date,de.hrw.mdbt.model.Vehicle,de.hrw.mdbt.model.Customer)	v	2	urlc1c8a2efc1_wydler_mdbt_tgz-pJ8-de_hrw_mdbt_CRSJ8/src/de/hrw/mdbt/model/Rental.java	!nullgtn
PARAMETER	Game_World.Avatar	dropObject(Object_Interfaces.GameObject)	obj	0	urlb44e9843ba_QuasimodoNZ_SWEN222_Game_Project_tgz-pJ8-Game_World_GameWorldLevelBuilderJ8/src/Game_World/Avatar.java	!nullgtn
PARAMETER	de.odysseus.el.TreeValueExpression	setValue(javax.el.ELContext,java.lang.Object)	context	0	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/TreeValueExpression.java	!nullgtn
METHOD	uk.ac.leeds.ccg.andyt.generic.visualisation.charts.Abstract_Generic_LineGraph	getxAxisLabels()	nan	nan	url64d634b8f0_agdturner_generic_tgz-pJ8-uk_ac_leeds_ccg_andyt_generic_visualisation_charts_Generic_BarChartJ8/src/uk/ac/leeds/ccg/andyt/generic/visualisation/charts/Abstract_Generic_LineGraph.java	!nullgtn
METHOD	com.usps.evs.vo.ConfirmationHeaderVO	getMID()	nan	nan	urld025f21ac3_mvattipulusu_Innovation2013_tgz-pJ8-com_usps_data_ManifestFileTestJ8/src/com/usps/evs/vo/ConfirmationHeaderVO.java	!nullgtn
METHOD	xscript.values.XValueClosure	setRaw(xscript.object.XRuntime,java.lang.String,xscript.values.XValue)	nan	nan	url5583f3dbb2_XOR19_XScript_tgz-pJ8-xscript_interactive_MainJ8/src/xscript/values/XValueClosure.java	!nullgtn
METHOD	net.hetimatan.io.file.KyoroFileForKyoroSocket	getVF()	nan	nan	url0e7d57473a_kyorohiro_HetimaUtil_tgz-pJ8-net_hetimatan_net_http_HttpServer3xxJ8/src/net/hetimatan/io/file/KyoroFileForKyoroSocket.java	!annotator
PARAMETER	Ideology.Value	compare(Sentiens.Clan,Sentiens.Clan,Sentiens.Clan)	A	1	url53f943c5cb_Praznat_AGP_tgz-pJ8-AMath_TestingJ8/src/Ideology/Value.java	!annotator
PARAMETER	com.strategy.util.preferences.Preferences	Preferences(boolean,boolean,int,java.util.List,boolean,java.io.PrintStream,com.strategy.havannah.logic.PathCalculatorProvider.PathCalculatorKey)	turns	3	urlbf4fd38f68_rduerig_StrategyBDD_tgz-pJ8-com_strategy_util_TestMainJ8/src/com/strategy/util/preferences/Preferences.java	!nullgtn
METHOD	com.jgraph.example.adapter.JGraphAdapterModel	getMapping(java.lang.Object)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/jgraph/example/adapter/JGraphAdapterModel.java	!nullgtn
METHOD	edu.luc.nmerge.mvd.Base64	encodeBytes(byte[])	nan	nan	url294e6c45f3_Ecdosis_NMergeNew_tgz-pJ8-TestJ8/src/edu/luc/nmerge/mvd/Base64.java	!nullgtn
FIELD	ar.com.epidataconsulting.principles.model2.Employee	nan	lastName	nan	url9e019a0ee9_elfrasco_design_principles_tgz-pJ8-ar_com_epidataconsulting_principles_ioc_before_SavePredictiveEngineProjectServiceJ8/src/ar/com/epidataconsulting/principles/model2/Employee.java	!nullgtn
METHOD	com.mxgraph.view.mxGraph	validateCell(java.lang.Object,java.util.Hashtable)	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/mxgraph/view/mxGraph.java	!nullgtn
PARAMETER	zmq.Dist	match(zmq.Pipe)	pipe_	0	url7b90c1010b_DastanIqbal_HelloZMQwithJava_tgz-pJ8-ClientJ8/src/zmq/Dist.java	!nullgtn
PARAMETER	monitor.FoldVisitor	combine(R,R,A)	x	0	url75694980d5_fabioalmeid_tp01ftc_tgz-pJ8-agentes_jade_Centralizador_ExemploParserGramaticaCentralizadorJ8/src/monitor/FoldVisitor.java	!wpi
PARAMETER	zmq.IEngine	plug(zmq.IOThread,zmq.SessionBase)	io_thread_	0	url7b90c1010b_DastanIqbal_HelloZMQwithJava_tgz-pJ8-ClientJ8/src/zmq/IEngine.java	!annotator
PARAMETER	stv6.episodes.SeriesEpisode	SeriesEpisode(java.lang.String,java.lang.String,int)	link	1	url026791d51b_dhleong_SeriesTracker_v6_tgz-pJ8-stv6_SeriesTrackerJ8/src/stv6/episodes/SeriesEpisode.java	!nullgtn
PARAMETER	de.odysseus.el.tree.impl.ast.AstText	getMethodInfo(de.odysseus.el.tree.Bindings,javax.el.ELContext,java.lang.Class,java.lang.Class[])	context	1	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/de/odysseus/el/tree/impl/ast/AstText.java	!annotator
METHOD	com.facebook.fb303.FacebookService$getOption_result	getSuccess()	nan	nan	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/com/facebook/fb303/FacebookService.java	!nullgtn
FIELD	de.codesourcery.engine.render.Object3D	nan	vertices	nan	url7315374482_toby1984_3dtest_tgz-pJ8-de_codesourcery_engine_Test3DJ8/src/de/codesourcery/engine/render/Object3D.java	!annotator
PARAMETER	org.maltparser.ml.liblinear.Liblinear	liblinear_predict_with_kbestlist(de.bwaldvogel.liblinear.Model,de.bwaldvogel.liblinear.FeatureNode[],org.maltparser.parser.history.kbest.KBestList)	model	0	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/ml/liblinear/Liblinear.java	!nullgtn
METHOD	stv6.series.RecentSeries	getPrevLink()	nan	nan	url026791d51b_dhleong_SeriesTracker_v6_tgz-pJ8-stv6_SeriesTrackerJ8/src/stv6/series/RecentSeries.java	!nullgtn
PARAMETER	stv6.database.MysqlDatabase	MysqlDatabase(java.lang.String,java.lang.String,java.lang.String,java.lang.String)	pass	3	url026791d51b_dhleong_SeriesTracker_v6_tgz-pJ8-stv6_SeriesTrackerJ8/src/stv6/database/MysqlDatabase.java	!nullgtn
METHOD	javax.el.ValueExpression	getType(javax.el.ELContext)	nan	nan	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/javax/el/ValueExpression.java	!nullgtn
METHOD	org.jgraph.graph.DefaultGraphModel$GraphModelLayerEdit	getAttributes()	nan	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/org/jgraph/graph/DefaultGraphModel.java	!nullgtn
METHOD	org.quartz.classloading.ClassLoadHelper	getResourceAsStream(java.lang.String)	nan	nan	url7f729337e3_timmolter_Sundial_tgz-pJ8-org_knowm_sundial_SampleRunJ8/src/org/quartz/classloading/ClassLoadHelper.java	!nullgtn
FIELD	de.codesourcery.engine.render.World	nan	projectionMatrix	nan	url7315374482_toby1984_3dtest_tgz-pJ8-de_codesourcery_engine_Test3DJ8/src/de/codesourcery/engine/render/World.java	!nullgtn
FIELD	org.maltparser.core.syntaxgraph.reader.TigerXMLHeader	nan	corpusVersion	nan	url80e39b1957_tobikster_IJN_headers_recognition_tgz-pJ8-org_maltparser_examples_CreatePhraseStructureGraphJ8/src/org/maltparser/core/syntaxgraph/reader/TigerXMLHeader.java	!nullgtn
FIELD	ccproxy.AgentConnection	nan	agentNumber	nan	url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/AgentConnection.java	!annotator
METHOD	org.washcom.cardgames.battleroyale.BattleRoyaleGameTest$2	pickWinner(org.washcom.cardgames.battleroyale.Battle)	nan	nan	url9512d8fa89_bdkosher_card_games_tgz-pJ8-org_washcom_cardgames_battleroyale_BattleRoyaleGameSimulatorJ8/src/org/washcom/cardgames/battleroyale/BattleRoyaleGameTest.java	!nullgtn
METHOD	javax.el.TestContext	getVariableMapper()	nan	nan	url4fdf79ae2c_beckchr_juel_tgz-pJ8-de_odysseus_el_samples_xml_sax_XMELFilterJ8/src/javax/el/TestContext.java	!nullgtn
METHOD	br.edu.ufcg.lsd.oursim.fd.FailureDetectorOptInjector	createFd(java.util.Properties)	nan	nan	urlb5d5be4365_abmargb_oursim_ext_tgz-pJ8-br_edu_ufcg_lsd_oursim_experiments_RemoteNoFScenarioGeneratorJ8/src/br/edu/ufcg/lsd/oursim/fd/FailureDetectorOptInjector.java	!nullgtn
FIELD	main.parser.SircaOrder	nan	oldVolume	nan	url708d477f92_zSakare_SENG3011_tgz-pJ8-test_runner_TestRunnerJ8/src/main/parser/SircaOrder.java	!nullgtn
PARAMETER	solver.structures.SudokuBlock	removeCandidate(java.lang.Integer)	value	0	url74b2be4e76_gurbano_petulant_octo_sudoku_tgz-pJ8-test_testJ8/src/solver/structures/SudokuBlock.java	!nullgtn
FIELD	com.dreamfabric.jac64.CPU	nan	cheatMon	nan	url8d3c4d17f5_catseye_JaC64_tgz-pJ8-JaC64J8/src/com/dreamfabric/jac64/CPU.java	!annotator
METHOD	editmode.CommandLoad	getMap()	nan	nan	url28dfd00382_byang223_TurnBAPI_tgz-pJ8-units_upgrades_UpgradeTestJ8/src/editmode/CommandLoad.java	!nullgtn
FIELD	com.jgraph.layout.tree.JGraphAbstractTreeLayout	nan	lowerLevelValues	nan	url20b0f880a5_jgraph_legacy_jgraph5_tgz-pJ8-org_jgraph_example_HelloWorldJ8/src/com/jgraph/layout/tree/JGraphAbstractTreeLayout.java	!nullgtn
PARAMETER	hobo.MonteCarloPlayer	buildTree(hobo.State,java.util.Set)	ds	1	url1f1de5fc71_cooijmanstim_hobo_tgz-pJ8-hobo_TestingEnviromentJ8/src/hobo/MonteCarloPlayer.java	!nullgtn
METHOD	cz.matfyz.sykora.planning.predicate.PredicateParser	parseAction(java.util.Hashtable)	nan	nan	url8b434243b7_ondrasej_GPlan_tgz-pJ8-PlanningProblemTestJ8/src/cz/matfyz/sykora/planning/predicate/PredicateParser.java	!nullgtn
FIELD	xscript.compiler.inst.XInstConst	nan	_const	nan	url5583f3dbb2_XOR19_XScript_tgz-pJ8-xscript_interactive_MainJ8/src/xscript/compiler/inst/XInstConst.java	!annotator
METHOD	org.apache.thrift.meta_data.FieldMetaData	getStructMetaDataMap(java.lang.Class)	nan	nan	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/org/apache/thrift/meta_data/FieldMetaData.java	!nullgtn
METHOD	risiko.board.util.boardAdapterFactory	createCardAdapter()	nan	nan	url70997c83aa_Xilaew_risiko_tgz-pJ8-risiko_XMI2XMLtransformerJ8/src/risiko/board/util/boardAdapterFactory.java	!nullgtn
FIELD	core.Triple	nan	predicate	nan	url5c7c5a5b36_taczge_rdf_store_tgz-pJ8-experiment_SATSolverExperimentJ8/src/core/Triple.java	!annotator
METHOD	net.oauth.OAuthAccessor	getProperty(java.lang.String)	nan	nan	url24d793285d_auzll_gengweibo_tgz-pJ8-org_json_TestJ8/src/net/oauth/OAuthAccessor.java	!nullgtn
PARAMETER	rivercityransom.test.AbstractObjetTest	setObjet(rivercityransom.services.ObjetService)	objet	0	urlc3ca8aa24b_davidsan_rivercityransom_tgz-pJ8-rivercityransom_dirtytests_GangsterTestMainJ8/src/rivercityransom/test/AbstractObjetTest.java	!nullgtn
FIELD	org.joda.time.convert.TestCalendarConverter	nan	ISO	nan	url933dd5727b_AppleLiang_Testing_Project_tgz-pJ8-org_joda_time_chrono_gj_MainTestJ8/src/org/joda/time/convert/TestCalendarConverter.java	!nullgtn
METHOD	org.apache.thrift.TDeserializer	partialDeserializeByte(byte[],org.apache.thrift.TFieldIdEnum,org.apache.thrift.TFieldIdEnum[])	nan	nan	url00509339cf_tedwon_scribe_log4j_appender_tgz-pJ8-com_realtimecep_scribe_ScribeJavaServerJ8/src/org/apache/thrift/TDeserializer.java	!nullgtn
